human_hedge_rate,human_hedge_count,human_hedge_formal_rate,human_hedge_formal_count,human_hedge_neutral_rate,human_hedge_neutral_count,human_hedge_informal_rate,human_hedge_informal_count,human_booster_rate,human_booster_count,human_negation_rate,human_negation_count,human_epistemic_rate,human_epistemic_count,human_discourse_particle_rate,human_discourse_particle_count,human_negation_sentence_rate,human_n_alpha_tokens,llm_hedge_rate,llm_hedge_count,llm_hedge_formal_rate,llm_hedge_formal_count,llm_hedge_neutral_rate,llm_hedge_neutral_count,llm_hedge_informal_rate,llm_hedge_informal_count,llm_booster_rate,llm_booster_count,llm_negation_rate,llm_negation_count,llm_epistemic_rate,llm_epistemic_count,llm_discourse_particle_rate,llm_discourse_particle_count,llm_negation_sentence_rate,llm_n_alpha_tokens
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,2.3255813953488373,1,0.0,0,2.3255813953488373,1,0.0,0,0.0,0,6.976744186046512,3,0.0,0,0.0,0,0.3333333333333333,43
2.4691358024691357,2,0.0,0,1.2345679012345678,1,1.2345679012345678,1,0.0,0,1.2345679012345678,1,0.0,0,0.0,0,0.5,81,3.8461538461538463,2,0.0,0,1.9230769230769231,1,1.9230769230769231,1,0.0,0,1.9230769230769231,1,0.0,0,1.9230769230769231,1,0.1111111111111111,52
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.8181818181818181,1,0.0,0,0.0,0,0.16666666666666666,55
14.285714285714286,1,0.0,0,0.0,0,14.285714285714286,1,0.0,0,14.285714285714286,1,0.0,0,0.0,0,0.5,7,4.0,2,0.0,0,0.0,0,4.0,2,0.0,0,2.0,1,0.0,0,2.0,1,0.09090909090909091,50
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.536585365853659,7,0.0,0,3.658536585365854,3,4.878048780487805,4,0.0,0,2.4390243902439024,2,0.0,0,2.4390243902439024,2,0.25,82
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.142857142857143,1,0.0,0,0.0,0,0.5,14,3.0303030303030303,2,0.0,0,3.0303030303030303,2,0.0,0,0.0,0,3.0303030303030303,2,1.5151515151515151,1,0.0,0,0.2857142857142857,66
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,4.0,3,0.0,0,2.6666666666666665,2,1.3333333333333333,1,0.0,0,4.0,3,1.3333333333333333,1,0.0,0,0.42857142857142855,75
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.1746031746031744,2,0.0,0,1.5873015873015872,1,1.5873015873015872,1,0.0,0,3.1746031746031744,2,0.0,0,0.0,0,0.2857142857142857,63
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.1739130434782608,1,0.0,0,0.0,0,0.125,46
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,7.017543859649122,4,0.0,0,3.508771929824561,2,3.508771929824561,2,0.0,0,5.2631578947368425,3,1.7543859649122806,1,0.0,0,0.3333333333333333,57
10.714285714285714,3,0.0,0,7.142857142857143,2,3.5714285714285716,1,0.0,0,0.0,0,0.0,0,7.142857142857143,2,0.0,28,2.7027027027027026,4,0.0,0,0.0,0,2.7027027027027026,4,0.0,0,4.054054054054054,6,0.0,0,1.3513513513513513,2,0.3333333333333333,148
2.380952380952381,1,0.0,0,0.0,0,2.380952380952381,1,0.0,0,4.761904761904762,2,0.0,0,0.0,0,0.4,42,1.6666666666666667,3,0.0,0,1.1111111111111112,2,0.5555555555555556,1,0.0,0,4.444444444444445,8,0.0,0,0.5555555555555556,1,0.22580645161290322,180
1.7857142857142858,1,0.0,0,1.7857142857142858,1,0.0,0,0.0,0,0.0,0,0.0,0,1.7857142857142858,1,0.0,56,2.0689655172413794,3,0.0,0,1.3793103448275863,2,0.6896551724137931,1,0.0,0,0.6896551724137931,1,0.0,0,0.6896551724137931,1,0.047619047619047616,145
