human_hedge_rate,human_hedge_count,human_hedge_formal_rate,human_hedge_formal_count,human_hedge_neutral_rate,human_hedge_neutral_count,human_hedge_informal_rate,human_hedge_informal_count,human_negation_rate,human_negation_count,human_epistemic_rate,human_epistemic_count,human_negation_sentence_rate,human_n_alpha_tokens,llm_hedge_rate,llm_hedge_count,llm_hedge_formal_rate,llm_hedge_formal_count,llm_hedge_neutral_rate,llm_hedge_neutral_count,llm_hedge_informal_rate,llm_hedge_informal_count,llm_negation_rate,llm_negation_count,llm_epistemic_rate,llm_epistemic_count,llm_negation_sentence_rate,llm_n_alpha_tokens
1.5037593984962405,2,0.0,0,1.5037593984962405,2,0.0,0,0.0,0,0.7518796992481203,1,0.0,133,2.150537634408602,4,0.0,0,2.150537634408602,4,0.0,0,0.0,0,0.0,0,0.0,186
1.015228426395939,2,0.0,0,1.015228426395939,2,0.0,0,0.0,0,1.015228426395939,2,0.0,197,1.023890784982935,3,0.0,0,1.023890784982935,3,0.0,0,1.023890784982935,3,0.0,0,0.2727272727272727,293
2.9535864978902953,7,0.0,0,2.9535864978902953,7,0.0,0,0.8438818565400844,2,0.0,0,0.18181818181818182,237,2.112676056338028,3,0.0,0,2.112676056338028,3,0.0,0,0.704225352112676,1,0.0,0,0.16666666666666666,142
2.197802197802198,2,0.0,0,2.197802197802198,2,0.0,0,1.098901098901099,1,0.0,0,0.2,91,0.4975124378109453,1,0.0,0,0.4975124378109453,1,0.0,0,0.0,0,0.0,0,0.0,201
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,119,1.0638297872340425,2,0.0,0,1.0638297872340425,2,0.0,0,0.0,0,0.0,0,0.0,188
1.3888888888888888,1,0.0,0,1.3888888888888888,1,0.0,0,0.0,0,2.7777777777777777,2,0.0,72,1.488833746898263,6,0.24813895781637718,1,1.2406947890818858,5,0.0,0,1.2406947890818858,5,0.9925558312655087,4,0.25,403
1.2987012987012987,3,0.0,0,0.0,0,1.2987012987012987,3,0.4329004329004329,1,0.0,0,0.08333333333333333,231,1.477832512315271,3,0.0,0,1.477832512315271,3,0.0,0,0.0,0,0.0,0,0.0,203
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,153,0.9615384615384616,2,0.0,0,0.9615384615384616,2,0.0,0,0.0,0,0.4807692307692308,1,0.0,208
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,208,2.8708133971291865,6,0.0,0,2.3923444976076556,5,0.4784688995215311,1,0.0,0,0.0,0,0.0,209
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,115,1.3761467889908257,3,0.0,0,1.3761467889908257,3,0.0,0,0.45871559633027525,1,0.0,0,0.1111111111111111,218
0.8333333333333334,1,0.0,0,0.8333333333333334,1,0.0,0,0.0,0,0.0,0,0.0,120,1.7647058823529411,3,0.0,0,1.7647058823529411,3,0.0,0,0.0,0,0.5882352941176471,1,0.0,170
1.25,4,0.3125,1,0.625,2,0.3125,1,0.625,2,0.0,0,0.15384615384615385,320,1.1976047904191616,2,0.0,0,1.1976047904191616,2,0.0,0,0.5988023952095808,1,0.0,0,0.16666666666666666,167
3.076923076923077,6,0.0,0,2.5641025641025643,5,0.5128205128205128,1,0.5128205128205128,1,1.0256410256410255,2,0.07692307692307693,195,0.7299270072992701,1,0.0,0,0.7299270072992701,1,0.0,0,0.0,0,0.0,0,0.0,137
1.0416666666666667,1,0.0,0,1.0416666666666667,1,0.0,0,0.0,0,0.0,0,0.0,96,0.5747126436781609,1,0.0,0,0.5747126436781609,1,0.0,0,0.0,0,0.0,0,0.0,174
2.150537634408602,6,0.0,0,2.150537634408602,6,0.0,0,2.150537634408602,6,0.7168458781362007,2,0.3157894736842105,279,2.5,6,0.0,0,2.5,6,0.0,0,0.0,0,0.0,0,0.0,240
