human_hedge_rate,human_hedge_count,human_hedge_formal_rate,human_hedge_formal_count,human_hedge_neutral_rate,human_hedge_neutral_count,human_hedge_informal_rate,human_hedge_informal_count,human_negation_rate,human_negation_count,human_epistemic_rate,human_epistemic_count,human_negation_sentence_rate,human_n_alpha_tokens,llm_hedge_rate,llm_hedge_count,llm_hedge_formal_rate,llm_hedge_formal_count,llm_hedge_neutral_rate,llm_hedge_neutral_count,llm_hedge_informal_rate,llm_hedge_informal_count,llm_negation_rate,llm_negation_count,llm_epistemic_rate,llm_epistemic_count,llm_negation_sentence_rate,llm_n_alpha_tokens
1.5037593984962405,2,0.0,0,1.5037593984962405,2,0.0,0,0.0,0,0.7518796992481203,1,0.0,133,3.056768558951965,7,0.0,0,2.6200873362445414,6,0.4366812227074236,1,0.4366812227074236,1,0.0,0,0.1111111111111111,229
1.015228426395939,2,0.0,0,1.015228426395939,2,0.0,0,0.0,0,1.015228426395939,2,0.0,197,1.2295081967213115,6,0.0,0,1.2295081967213115,6,0.0,0,1.2295081967213115,6,0.0,0,0.2857142857142857,488
2.9535864978902953,7,0.0,0,2.9535864978902953,7,0.0,0,0.8438818565400844,2,0.0,0,0.18181818181818182,237,2.7210884353741496,8,0.0,0,2.380952380952381,7,0.3401360544217687,1,0.3401360544217687,1,0.0,0,0.07692307692307693,294
2.197802197802198,2,0.0,0,2.197802197802198,2,0.0,0,1.098901098901099,1,0.0,0,0.2,91,0.2717391304347826,1,0.0,0,0.2717391304347826,1,0.0,0,0.5434782608695652,2,0.2717391304347826,1,0.13333333333333333,368
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,119,1.238390092879257,4,0.0,0,0.9287925696594427,3,0.30959752321981426,1,0.6191950464396285,2,0.0,0,0.15384615384615385,323
1.3888888888888888,1,0.0,0,1.3888888888888888,1,0.0,0,0.0,0,2.7777777777777777,2,0.0,72,1.6835016835016836,10,0.16835016835016836,1,1.3468013468013469,8,0.16835016835016836,1,1.6835016835016836,10,0.6734006734006734,4,0.2692307692307692,594
1.2987012987012987,3,0.0,0,0.0,0,1.2987012987012987,3,0.4329004329004329,1,0.0,0,0.08333333333333333,231,1.8248175182481752,5,0.36496350364963503,1,1.4598540145985401,4,0.0,0,0.36496350364963503,1,0.36496350364963503,1,0.1,274
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,153,0.6153846153846154,2,0.0,0,0.6153846153846154,2,0.0,0,0.0,0,0.6153846153846154,2,0.0,325
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,208,1.342281879194631,4,0.0,0,1.0067114093959733,3,0.33557046979865773,1,0.33557046979865773,1,0.0,0,0.07692307692307693,298
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,115,0.8645533141210374,3,0.0,0,0.5763688760806917,2,0.2881844380403458,1,0.5763688760806917,2,0.0,0,0.13333333333333333,347
0.8333333333333334,1,0.0,0,0.8333333333333334,1,0.0,0,0.0,0,0.0,0,0.0,120,2.1875,7,0.0,0,1.875,6,0.3125,1,0.3125,1,0.3125,1,0.07142857142857142,320
1.25,4,0.3125,1,0.625,2,0.3125,1,0.625,2,0.0,0,0.15384615384615385,320,2.027027027027027,6,0.0,0,1.6891891891891893,5,0.33783783783783783,1,0.33783783783783783,1,0.0,0,0.07142857142857142,296
3.076923076923077,6,0.0,0,2.5641025641025643,5,0.5128205128205128,1,0.5128205128205128,1,1.0256410256410255,2,0.07692307692307693,195,2.232142857142857,5,0.0,0,1.7857142857142858,4,0.44642857142857145,1,0.0,0,0.0,0,0.0,224
1.0416666666666667,1,0.0,0,1.0416666666666667,1,0.0,0,0.0,0,0.0,0,0.0,96,1.9047619047619047,6,0.31746031746031744,1,1.5873015873015872,5,0.0,0,0.0,0,0.0,0,0.0,315
2.150537634408602,6,0.0,0,2.150537634408602,6,0.0,0,2.150537634408602,6,0.7168458781362007,2,0.3157894736842105,279,3.0878859857482186,13,0.2375296912114014,1,2.6128266033254155,11,0.2375296912114014,1,0.2375296912114014,1,0.0,0,0.05263157894736842,421
1.183431952662722,2,0.0,0,1.183431952662722,2,0.0,0,0.591715976331361,1,0.0,0,0.07142857142857142,169,2.035623409669211,8,0.0,0,1.7811704834605597,7,0.2544529262086514,1,0.0,0,0.0,0,0.0,393
1.7699115044247788,4,0.0,0,1.3274336283185841,3,0.4424778761061947,1,0.0,0,0.0,0,0.0,226,2.6525198938992043,10,0.26525198938992045,1,2.1220159151193636,8,0.26525198938992045,1,0.26525198938992045,1,0.0,0,0.07692307692307693,377
0.45662100456621,1,0.0,0,0.0,0,0.45662100456621,1,0.0,0,0.0,0,0.0,219,3.4482758620689653,8,0.43103448275862066,1,2.586206896551724,6,0.43103448275862066,1,0.0,0,0.0,0,0.0,232
0.8,1,0.0,0,0.0,0,0.8,1,0.0,0,0.0,0,0.0,125,2.197802197802198,6,0.0,0,2.197802197802198,6,0.0,0,0.3663003663003663,1,0.0,0,0.1,273
0.7142857142857143,1,0.0,0,0.7142857142857143,1,0.0,0,1.4285714285714286,2,0.0,0,0.3333333333333333,140,2.903225806451613,9,0.0,0,2.903225806451613,9,0.0,0,0.6451612903225806,2,0.0,0,0.18181818181818182,310
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,103,2.1739130434782608,6,0.0,0,1.8115942028985508,5,0.36231884057971014,1,0.0,0,0.0,0,0.0,276
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52,1.9830028328611897,7,0.28328611898017,1,1.4164305949008498,5,0.28328611898017,1,0.0,0,0.0,0,0.0,353
0.5025125628140703,1,0.0,0,0.5025125628140703,1,0.0,0,0.0,0,0.5025125628140703,1,0.0,199,1.183431952662722,4,0.0,0,1.183431952662722,4,0.0,0,0.591715976331361,2,0.0,0,0.16666666666666666,338
2.9761904761904763,5,2.380952380952381,4,0.0,0,0.5952380952380952,1,1.7857142857142858,3,1.1904761904761905,2,0.25,168,1.1904761904761905,4,0.0,0,0.8928571428571429,3,0.2976190476190476,1,0.2976190476190476,1,0.2976190476190476,1,0.07692307692307693,336
0.4048582995951417,1,0.0,0,0.4048582995951417,1,0.0,0,0.8097165991902834,2,0.0,0,0.13333333333333333,247,1.8518518518518519,7,0.0,0,1.5873015873015872,6,0.26455026455026454,1,0.7936507936507936,3,0.26455026455026454,1,0.1875,378
0.8138351983723296,8,0.1017293997965412,1,0.508646998982706,5,0.2034587995930824,2,0.508646998982706,5,0.1017293997965412,1,0.06557377049180328,983,1.8181818181818181,6,0.0,0,1.8181818181818181,6,0.0,0,0.6060606060606061,2,0.0,0,0.13333333333333333,330
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,1.4184397163120568,6,0.0,0,1.4184397163120568,6,0.0,0,0.4728132387706856,2,0.0,0,0.11764705882352941,423
0.0,0,0.0,0,0.0,0,0.0,0,0.7751937984496124,1,0.0,0,0.14285714285714285,129,2.112676056338028,9,0.2347417840375587,1,0.9389671361502347,4,0.9389671361502347,4,0.9389671361502347,4,0.0,0,0.2,426
0.44642857142857145,1,0.0,0,0.44642857142857145,1,0.0,0,0.0,0,0.0,0,0.0,224,1.1730205278592376,4,0.0,0,0.8797653958944281,3,0.2932551319648094,1,0.2932551319648094,1,0.2932551319648094,1,0.09090909090909091,341
0.5050505050505051,1,0.0,0,0.5050505050505051,1,0.0,0,0.0,0,0.5050505050505051,1,0.0,198,1.1396011396011396,4,0.2849002849002849,1,0.8547008547008547,3,0.0,0,0.5698005698005698,2,0.2849002849002849,1,0.15384615384615385,351
0.7575757575757576,2,0.0,0,0.7575757575757576,2,0.0,0,0.0,0,0.3787878787878788,1,0.0,264,2.3166023166023164,12,0.19305019305019305,1,2.1235521235521237,11,0.0,0,0.19305019305019305,1,0.19305019305019305,1,0.05,518
1.2195121951219512,1,0.0,0,1.2195121951219512,1,0.0,0,0.0,0,2.4390243902439024,2,0.0,82,1.1730205278592376,4,0.2932551319648094,1,0.8797653958944281,3,0.0,0,0.2932551319648094,1,0.8797653958944281,3,0.07692307692307693,341
2.9535864978902953,7,0.0,0,2.9535864978902953,7,0.0,0,0.8438818565400844,2,0.0,0,0.18181818181818182,237,1.6286644951140066,5,0.0,0,1.6286644951140066,5,0.0,0,0.6514657980456026,2,0.0,0,0.15384615384615385,307
