human_hedge_rate,human_hedge_count,human_hedge_formal_rate,human_hedge_formal_count,human_hedge_neutral_rate,human_hedge_neutral_count,human_hedge_informal_rate,human_hedge_informal_count,human_booster_rate,human_booster_count,human_negation_rate,human_negation_count,human_epistemic_rate,human_epistemic_count,human_discourse_particle_rate,human_discourse_particle_count,human_negation_sentence_rate,human_n_alpha_tokens,llm_hedge_rate,llm_hedge_count,llm_hedge_formal_rate,llm_hedge_formal_count,llm_hedge_neutral_rate,llm_hedge_neutral_count,llm_hedge_informal_rate,llm_hedge_informal_count,llm_booster_rate,llm_booster_count,llm_negation_rate,llm_negation_count,llm_epistemic_rate,llm_epistemic_count,llm_discourse_particle_rate,llm_discourse_particle_count,llm_negation_sentence_rate,llm_n_alpha_tokens
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,4.25531914893617,2,0.0,0,0.0,0,4.25531914893617,2,2.127659574468085,1,2.127659574468085,1,0.0,0,2.127659574468085,1,0.3333333333333333,47
2.4691358024691357,2,0.0,0,1.2345679012345678,1,1.2345679012345678,1,0.0,0,1.2345679012345678,1,0.0,0,0.0,0,0.5,81,7.792207792207792,6,0.0,0,3.896103896103896,3,3.896103896103896,3,1.2987012987012987,1,1.2987012987012987,1,1.2987012987012987,1,2.5974025974025974,2,0.2,77
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,5.882352941176471,2,0.0,0,2.9411764705882355,1,2.9411764705882355,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34
14.285714285714286,1,0.0,0,0.0,0,14.285714285714286,1,0.0,0,14.285714285714286,1,0.0,0,0.0,0,0.5,7,9.090909090909092,6,0.0,0,3.0303030303030303,2,6.0606060606060606,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.0,6,0.0,0,6.666666666666667,4,3.3333333333333335,2,1.6666666666666667,1,0.0,0,3.3333333333333335,2,1.6666666666666667,1,0.0,60
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.142857142857143,1,0.0,0,0.0,0,0.5,14,0.0,0,0.0,0,0.0,0,0.0,0,4.166666666666667,2,2.0833333333333335,1,0.0,0,0.0,0,0.3333333333333333,48
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,3.225806451612903,2,0.0,0,0.0,0,3.225806451612903,2,1.6129032258064515,1,3.225806451612903,2,0.0,0,0.0,0,0.5,62
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.7543859649122806,1,0.0,0,0.0,0,1.7543859649122806,1,3.508771929824561,2,1.7543859649122806,1,0.0,0,0.0,0,0.3333333333333333,57
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,8.108108108108109,6,0.0,0,6.756756756756757,5,1.3513513513513513,1,0.0,0,2.7027027027027026,2,0.0,0,0.0,0,0.4,74
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,8.771929824561404,5,0.0,0,5.2631578947368425,3,3.508771929824561,2,0.0,0,1.7543859649122806,1,1.7543859649122806,1,1.7543859649122806,1,0.25,57
